indexid,filename,title,creator,date,description,subject,place,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement
josephy0082,,Water,Rich Wandschneider,2016-10-04,"Blog entry from October 4, 2016",Weed;Mt. Shasta;Roseburg Forest Products;Winnemem Wintu;Standing Rock;Crystal Geyser;California,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/10/water.html,record,url,eng,,
josephy0083,,It's the Water,Rich Wandschneider,2016-09-12,"Blog entry from September 12, 2016",Umatilla first foods;Standing Rock;Wallowa Lake;Alaskan whale oil;Columbia River;fur trade;North Dakota protest,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/09/its-water.html,record,url,eng,,
josephy0084,,Indians—and many Mexicans—were here first,Rich Wandschneider,2016-09-01,"Blog entry from September 1, 2016",Colorado;Mexican;Treaty of Guadalupe Hidalgo;joint occupancy;Mestizo;Oregon Country;California,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/09/indiansand-many-mexicanswere-here-first.html,record,url,eng,,
josephy0085,,The milpa: more to learn from Indians,Rich Wandschneider,2016-08-24,"Blog entry from August 24, 2016",Charles Mann;Indigenous cuisine;Sean Sherman;Squanto;Tisquantum;milpa,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/08/the-milpa-more-to-learn-from-indians.html,record,url,eng,,
josephy0086,,Canoe People,Rich Wandschneider,2016-08-16,"Blog entry from August 16, 2016",dugout canoe;Nez Perce National Historical Park;plateau tribes;Nez Perce,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/08/canoe-people.html,record,url,eng,,
josephy0087,,Nez Perce Return,Rich Wandschneider,2016-08-02,"Blog entry from August 2, 2016",Tamkaliks;Lapwai;Nez Perce Tribe;Long house;Colville tribes;Wallowa;Nez Perce;longhouse;Umatilla Confederated Tribes,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/08/nez-perce-return.html,record,url,eng,,
josephy0088,,Sebastian Junger—You missed something else,Rich Wandschneider,2016-07-21,"Blog entry from July 21, 2016",catholic ritual;powwow;protestant missionaries;Tribe: On Homecoming[ PTSD;Sebastian Junger,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/07/sebastian-jungeryou-missed-something.html,record,url,eng,,
josephy0089,,"Sebastian Junger, PTSD, and 500 Nations",Rich Wandschneider,2016-07-13,"Blog entry from July 13, 2016",PTSD;Tribe;500 nations;Alvin Josephy;Sebastian Junger,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/07/sebastian-junger-ptsd-and-500-nations.html,record,url,eng,,
josephy0090,,Happy Fourth of July,Rich Wandschneider,2016-07-02,"Blog entry from July 2, 2016",4th of July;Alice Flether;Dawes Act;religious crimes code;Assimilationists;Henry Teller;Office of Indian Affairs,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/07/happy-fourth-of-july.html,record,url,eng,,
josephy0091,,"Western History, 1960-1980",Rich Wandschneider,2016-06-23,"Blog entry from June 23, 2016",Counterpoint Press;Pam Royes;Elliott Bay Books;Temperance Creek;Wallowa County;Powell's;Snake River,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/06/western-history-1960-1980.html,record,url,eng,,
josephy0092,,Eske Willeslev: Listening to science; listening with science,Rich Wandschneider,2016-06-10,"Blog entry from June 10, 2016",Center for GeoGenetics;NAGPRA;Kennewick Man;Eske Willeslev;Ancient One,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/06/eske-willeslev-listening-to-science.html,record,url,eng,,
josephy0093,,"Geneticists, Linguists, and American Indians",Rich Wandschneider,2016-05-28,"Blog entry from May 28, 2016",Alvin Josephy;Native American languages;African American DNA;Smithsonian;Indian DNA;John W. Powell,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/05/geneticists-linguists-and-american.html,record,url,eng,,
josephy0094,,"Loving the Game, the Rez Game",Rich Wandschneider,2016-05-12,"Blog entry from May 12, 2016",Baron Davis;Shoni Schimmel;Nixyaawii;Indian Country Today;umatilla reservation;Drew League. Golden State Warriors,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/05/loving-game-rez-game.html,record,url,eng,,
josephy0095,,Westerner,Rich Wandschneider,2016-05-04,"Blog entry from May 4, 2016",Wallowa Country;Wallowa County;The Westerner;Walter Brennan;Eugene Pallette;Oregon;Joseph;Chief Joseph Days;Gary Cooper,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/05/westerner.html,record,url,eng,,
josephy0096,,Life on Joseph Creek,Rich Wandschneider,2016-04-21,"Blog entry from April 21, 2016",Charles Mann;Joseph Creek;Alvin Josephy;Snake River Country;Wallowa Country;Nez Perce;Joseph Canyon,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/04/life-on-joseph-creek.html,record,url,eng,,
josephy0097,,Another painting/statue/book of Chief Joseph?,Rich Wandschneider,2016-04-01,"Blog entry from April 1, 2016",Cliff Trafzer;John Fouch;Alvin Josephy;Nez Perce;Chief Joseph,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/04/another-paintingstatuebook-of-chief.html,record,url,eng,,
josephy0098,,A Longhouse in the Wallowas,Rich Wandschneider,2016-03-10,"Blog entry from March 10, 2016",Homeland Project;Joseph Band;Plateau Indian;Wallowa;seven drums;Indian religion;Nez Perce;Chief Joseph;longhouse,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/03/a-longhouse-in-wallowas.html,record,url,eng,,
josephy0099,,First Foods,Rich Wandschneider,2016-02-29,"Blog entry from February 29, 2016",Iowa cornfields;Flint;Iowa water;First Foods;Alvin Josephy;Michigan;Umatilla Confederated Tribes,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/02/first-foods.html,record,url,eng,,
josephy0100,,"The Pope, Chiapas, and Father Serra",Rich Wandschneider,2016-02-15,"Blog entry from February 15, 2016",Rupert Costo;Chiapas;Mayan Indians;pope francis;California Indians;Father Serra,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/02/the-pope-chiapas-and-father-serra.html,record,url,eng,,
josephy0101,,Thinking like a Paiute,Rich Wandschneider,2016-02-11,"Blog entry from February 11, 2016",Harney County;Klamath accord;Malheur;Paiute forestry;Greeley;Pinchot,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/02/thinking-like-paiute.html,record,url,eng,,
josephy0102,,The land owns the Paiutes,Rich Wandschneider,2016-01-28,"Blog entry from January 28, 2016",Paiute;Alvin Josephy;Malheur;Nez Perce;reservations,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/01/the-land-owns-paiutes.html,record,url,eng,,
josephy0103,,It's Martin Luther King Day,Rich Wandschneider,2016-01-18,"Blog entry from January 18, 2016",Donald Trump;Turks;Vietnam;martin luther king;Burns;Alvin Josephy;President Obama;MLK;Sunnis;Middle East;Diyarbakir;Shiites;Kurds;Alcatraz occupation;Indian Country;Cuba;Iran;Aleppo,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/01/its-martin-luther-king-day.html,record,url,eng,,
josephy0104,,The Doctrine of Discovery and the Malheur Refuge,Rich Wandschneider,2016-01-12,"Blog entry from January 12, 2016",1493 papal bull;Gilder Lehrman Institute of American History;Malheur Wildlife Refuge;Northern Paiute;Doctrine of Discovery;joint occupancy;Oregon territory;Indian treaties,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/01/the-doctrine-of-discovery-and-malheur.html,record,url,eng,,
josephy0105,,This is not the year!,Rich Wandschneider,2016-01-04,"Blog entry from January 4, 2016",Metis;Peter Bowen;The Dying Grass;Warmth of other suns;Louis Urrea;us census race;Alvin Josephy;William T. Vollman,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2016/01/this-is-not-year.html,record,url,eng,,
josephy0106,,Alvin at the Holy Days—Indian Freedom of Religion,Rich Wandschneider,2015-12-24,"Blog entry from December 24, 2015",Blue Mountain Sun Dance;Self determination;Sun Dance;Alvin Josephy;Indian Freedom of Religion Act,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/12/alvin-at-holy-days-indian-freedom-of.html,record,url,eng,,
josephy0107,,year-end report,Rich Wandschneider,2015-12-01,"Blog entry from December 1, 2015",,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/12/year-end-report.html,record,url,eng,,
josephy0108,,The passing of two friends,Rich Wandschneider,2015-11-24,"Blog entry from November 24, 2015",Metis;Rupert Costo;Ray Cook;Hudson's Bay Company;Indian land tenure;Father Serra;John Jackson,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/11/the-passing-of-two-friends.html,record,url,eng,,
josephy0109,,Tooting a horn about a new book,Rich Wandschneider,2015-10-28,"Blog entry from October 28, 2015",Indian history;Cliff Trafzer;Jaime Pinkham;Alvin Josephy;American Indians;Marc Jaffe;Roberta Conner;Mark Trahant,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/10/tooting-horn-about-new-book.html,record,url,eng,,
josephy0110,,"Rupert Costo, the Pope, and my friend Ray",Rich Wandschneider,2015-09-25,"Blog entry from September 25, 2015",California missions;Rupert Costo;Cahuilla;Indian genocide;pope francis;California Indians;Father Serra,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/09/rupert-costo-pope-and-my-friend-ray.html,record,url,eng,,
josephy0111,,The oldest story—more on refugees,Rich Wandschneider,2015-09-21,"Blog entry from September 21, 2015",Ottomans;Syria;refugees;american immigrants;Romani;migrations;expulsions;Afghanistan;Iraq;indigenous americans,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/09/the-oldest-story-more-on-refugees.html,record,url,eng,,
josephy0112,,A Babel of languages,Rich Wandschneider,2015-09-10,"Blog entry from September 10, 2015",Charles Mann;John Wesley Powell;human catastrophes;American Indian languages;north american languages;potato famine;Babel;Plague,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/09/a-babel-of-languages.html,record,url,eng,,
josephy0113,,Another Nez Perce Book [2],Rich Wandschneider,2015-08-24,"Blog entry from August 24, 2015",The Dying Grass;Eliza Spalding;Wallowas;Alvin Josephy;Marcus Whitman;Nez Perce;Nez Perce War;Chief Joseph,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/08/another-nez-perce-book.html,record,url,eng,,
josephy0114,,The Ancient One,Rich Wandschneider,2015-06-30,"Blog entry from June 30, 2015",Nature Magazine;Colville tribes;Kennewick Man;Chatters;Ancient One,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/06/the-ancient-one.html,record,url,eng,,
josephy0115,,Celebrating the Nez Perce,Rich Wandschneider,2015-06-15,"Blog entry from June 15, 2015",Nez Perce National Park;Grace Bartlett;Alvin Josephy;Wallowa;Lewis and Clark;Nez Perce;Bobbie Conner;Chief Joseph,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/06/celebrating-nez-perce.html,record,url,eng,,
josephy0116,,"Alvin Josephy, the Listening Man",Rich Wandschneider,2015-06-04,"Blog entry from June 4, 2015",Nez Perce National Park;Tamastslikt;Cliff Trafzer;Alvin Josephy;Time Magazine;Nez Perce;Bobbie Conner,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/06/alvin-josephy-listening-man.html,record,url,eng,,
josephy0117,,Nez Perce Park turns 50; Alvin Josephy 100,Rich Wandschneider,2015-05-27,"Blog entry from May 27, 2015",Albert Barros;Nez Perce National Park;Joseph Band;Josephy Center;Alvin Josephy;Wallowa Country;Nez Perce;Wallowa Valley Day Camp,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/05/nez-perce-park-turns-50-alvin-josephy.html,record,url,eng,,
josephy0118,,Remembering Ivan Doig,Rich Wandschneider,2015-05-05,"Blog entry from May 5, 2015",Fishtrap;Richard White;Alvin Josephy;Ivan Doig;Pacific Northwest Booksellers,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/05/remembering-ivan-doig.html,record,url,eng,,
josephy0119,,Chief Joseph—Idaho Governor Otter is wrong!,Rich Wandschneider,2015-04-16,"Blog entry from April 16, 2015",Register Guard;Idaho governor;Butch Otter;Chief Joseph statue;Nez Perce;Chief Joseph;Oregon state statues,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/04/chief-joseph-idaho-governor-otter-is.html,record,url,eng,,
josephy0120,,The Custer Myth and Henry Luce,Rich Wandschneider,2015-03-19,"Blog entry from March 19, 2015",Life Magazine;Henry Luce;Alvin Josephy;Ralph Graves;Custer;Custer myth,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/03/the-fourth-of-july-special-american.html,record,url,eng,,
josephy0121,,Finding Rupert's Land,Rich Wandschneider,2015-03-06,"Blog entry from March 6, 2015",Alvin Josephy;Hudson's Bay Company;Rupert's Land;fur trade,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/03/finding-ruperts-land.html,record,url,eng,,
josephy0122,,"Josephy meets the Indian President, Lazaro Cardenas",Rich Wandschneider,2015-02-03,"Blog entry from February 3, 2015",Lazaro Cardenas;Alvin Josephy;Bernard Wolfe;Barbara Kingsolver;Trotsky;the Lacuna,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/02/josephy-meets-indian-president-lazaro.html,record,url,eng,,
josephy0123,,MLK and the Indians,Rich Wandschneider,2015-01-19,"Blog entry from January 19, 2015",AIM;martin luther king;NCAAP;Alvin Josephy;Indian assimilation;MLK;NARF;Civil Rights Movement;Alice Fletcher;Indian genocide;edward curtis;NCAI,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/01/mlk-and-indians.html,record,url,eng,,
josephy0124,,New Intern—and a Life Magazine find,Rich Wandschneider,2015-01-14,"Blog entry from January 14, 2015",Custer Battlefield;Life Magazine;Alvin Josephy;Time Magazine;Josephy Library intern;Crazy Horse,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2015/01/new-internand-life-magazine-find.html,record,url,eng,,
josephy0125,,Following Indians in 2015,Rich Wandschneider,2014-12-30,"Blog entry from December 30, 2014",kenneth lay;mark mariota;oregon ducks;Enron;seattle seahawks;Alvin Josephy;russel wilson;Jack Loeffler;competition,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/12/following-indians-in-2015.html,record,url,eng,,
josephy0126,,Year end summary—and plea!,Rich Wandschneider,2014-12-17,"Blog entry from December 17, 2014",,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/12/year-end-summary-and-plea.html,record,url,eng,,
josephy0127,,Happy Thanksgiving; happy history,Rich Wandschneider,2014-11-25,"Blog entry from November 25, 2014",Alvin Josephy;Thanksgiving;Squanto;Tisquantum;Alfred Crosby,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/11/happy-thanksgiving-happy-history.html,record,url,eng,,
josephy0128,,Tomatoes and trains,Rich Wandschneider,2014-11-06,"Blog entry from November 6, 2014",northern rail route;Rail routes West. Pacific railroads;Pugent Sound;railroad survey;Isaac Stevens,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/11/tomatoes-and-trains.html,record,url,eng,,
josephy0129,,What I forgot to say!,Rich Wandschneider,2014-10-17,"Blog entry from October 17, 2014",Gustav Sohon;McWhorter;Alvin Josephy;Walla walla treaty;Hells Canyon Preservation Council;Nez Perce;HCPC,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/10/what-i-forgot-to-say.html,record,url,eng,,
josephy0130,,The Nez Perce and the Columbian Exchange,Rich Wandschneider,2014-10-08,"Blog entry from October 8, 2014",Columbian Exchange;Charles Mann;Alice Fletcher;Dawes Act;Allen Pinkham;Alvin Josephy;Alfred Crosby;Nez Perce,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/10/the-nez-perce-and-columbian-exchange.html,record,url,eng,,
josephy0131,,Fire—and arrogance,Rich Wandschneider,2014-08-11,"Blog entry from August 11, 2014",Forest fire;fire cycles;Stephen Pyne;Wallowa Resources;Hurricane Creek;Nez Perce,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/08/fire-and-arrogance.html,record,url,eng,,
josephy0132,,Desperation,Rich Wandschneider,2014-07-18,"Blog entry from July 18, 2014",railroads;Luis Urrea;refugees;indentured servants;pre-emption act;homestead act;fur trade,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/07/desperation.html,record,url,eng,,
josephy0133,,"Chester Nez, Indian Patriot",Rich Wandschneider,2014-06-28,"Blog entry from June 28, 2014",WW II in Pacific;Chester Nez;Code Talker;Patriot Chiefs;world war 2;Alvin Josephy;Navajo,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/06/chester-nez-indian-patriot.html,record,url,eng,,
josephy0134,,"Disease, religion, and the 'here and now'",Rich Wandschneider,2014-06-21,"Blog entry from June 21, 2014",smallpox;Brian Fagin;Father Desmet;Marcus Whitman;Plague;Black Death;Salem witch trials;Weyakin,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/06/disease-religion-and-here-and-now.html,record,url,eng,,
josephy0135,,Remembering WW II at the Josephy Center,Rich Wandschneider,2014-06-12,"Blog entry from June 12, 2014",Guam;world war 2;Alvin Josephy;General Denig;william stafford;Jack McClaran;IwoJima,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/06/remembering-ww-ii-at-josephy-center.html,record,url,eng,,
josephy0136,,"Lewis and Clark, Pinkham and Evans, Josephy",Rich Wandschneider,2014-05-10,"Blog entry from May 10, 2014",Lewis and Clark Among the Nez Perce;McWhorter;Allen Pinkham;Alvin Josephy;Lewis and Clark;Steve Evans;Lewis and Clark through Indian Eyes;Undaunted Courage;Corps of Discovery,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/05/lewis-and-clark-pinkham-and-evans.html,record,url,eng,,
josephy0137,,Isaac Stevens' Quest for Fame and Glory!,Rich Wandschneider,2014-04-22,"Blog entry from April 22, 2014",Governor Stevens;Nez Perce treaty;Mexican American War;Civil War;Alvin Josephy;Walla walla treaty;Isaac Stevens,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/04/isaac-stevens-quest-for-fame-and-glory.html,record,url,eng,,
josephy0138,,The Civil War and Nez Perce Treaties,Rich Wandschneider,2014-04-04,"Blog entry from April 4, 2014",1855 treaty;Nez Perce treaty;Civil War and Indians;Stevens treaties;Alvin Josephy;Nez Perce;Civil War In the West,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/04/normal-0-false-false-false-en-us-x-none.html,record,url,eng,,
josephy0139,,"From Nasty, Brutish, and Short to the Pope",Rich Wandschneider,2014-03-14,"Blog entry from March 14, 2014",fagan;nasty brutish and short;hobbes;torture;12 years a slave;pope francis;las casas;hispaniola;slavery,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/03/from-nasty-brutish-and-short-to-pope.html,record,url,eng,,
josephy0140,,Living inside 'the warming',Rich Wandschneider,2014-02-24,"Blog entry from February 24, 2014",Medieval warming;chaco canyon;greenland;Alvin Josephy;global warming;climate change;Alfred Crosby;little ice age;Brian Fagan,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/02/living-inside-warming.html,record,url,eng,,
josephy0141,,A meditation on historiography—Alfred Crosby and Alvin Josephy,Rich Wandschneider,2014-02-05,"Blog entry from February 5, 2014",Charles Mann;historiography;Alvin Josephy;Alfred Crosby,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/02/a-meditation-on-historiographyalfred.html,record,url,eng,,
josephy0142,,The Whitman Massacre—a Truer History,Rich Wandschneider,2014-01-30,"Blog entry from January 30, 2014",Oregon Trail;' Robert Boyd;Fort Nez Perces;measles epidemics;Whitman massacre;Alvin Josephy;Fort Colville;Hudson's Bay Company;Marcus Whitman,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/01/the-whitman-massacrea-truer-history.html,record,url,eng,,
josephy0143,,History's 'Actors',Rich Wandschneider,2014-01-20,"Blog entry from January 20, 2014",Shane;Eliza Spalding;High Noon;Big Read;True Grit;Alvin Josephy;Molly Gloss,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/01/historys-actors.html,record,url,eng,,
josephy0144,,"True Grit, the Civil War, and yes—Alvin Josephy",Rich Wandschneider,2014-01-13,"Blog entry from January 13, 2014",Fishtrap;Quantrill;Charles Portis;True Grit;Alvin Josephy;Kansas;John Wayne;Rooster Cogburn;bushwhackers;Lawrence;Big Read;Sterling Price;jayhawkers,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2014/01/true-grit-civil-war-and-yesalvin-josephy.html,record,url,eng,presidents and kings—and sometimes queens—and the social and political machinations that transfer power from one group,one generation
josephy0145,,Hope,Rich Wandschneider,2013-12-19,"Blog entry from December 19, 2013",rich wandschneider;Peace Corps;Wallowa County,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/12/hope.html,record,url,eng,,
josephy0146,,The end of November,Rich Wandschneider,2013-11-29,"Blog entry from November 29, 2013",Columbian Exchange;Patriot Chiefs;Alvin Josephy;Profiles in Courage;Tecumseh;UCR;Turkey;Denis Strong;JFK;Peace Corps;Thanksgiving;Squanto,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/11/the-end-of-november.html,record,url,eng,chronicling,and explaining. As even casual readers of this blog must realize
josephy0147,,History counts,Rich Wandschneider,2013-11-20,"Blog entry from November 20, 2013",Klamath;1855 treaty;Nez Perce War;termination policy;tribal termination;Nez Perce Fisheries;Nez Perce,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/11/history-counts.html,record,url,eng,,
josephy0148,,Congress catching up with the Indians,Rich Wandschneider,2013-11-05,"Blog entry from November 5, 2013",DOMA;Two-spirit;Berdache;John Fouch;ENDA;Squaw Jim,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/11/congress-catching-up-with-indians.html,record,url,eng,,
josephy0149,,Early photos of Chief Joseph,Rich Wandschneider,2013-10-22,"Blog entry from October 22, 2013",Chief Joseph & the Flight of the Nez Perce;John Fouch;Grace Bartlett;Kent Nerburn;Orlando Gofff;James Brust;Nez Perce;Chief Joseph,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/10/early-photos-of.html,record,url,eng,,
josephy0150,,"Thomas King, G.A. Custer, Lois Riel, David Thompsonâ€¦..",Rich Wandschneider,2013-10-04,"Blog entry from October 4, 2013",Metis;david thompson;Hudson's Bay Company;Louis Riel;Thomas King;Custer,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/10/thomas-king-ga-custer-lois-riel-david.html,record,url,eng,,
josephy0151,,The Second Great Awakening and the Missionaries,Rich Wandschneider,2013-09-13,"Blog entry from September 13, 2013",chaldean;whitman;early american missionaries;spalding;American Board of Commissioners for Foreign Missions;syrian orthodox;Jason Lee;christians in middle east,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/09/the-second-great-awakening-and.html,record,url,eng,,
josephy0152,,Indian Gardens—one more time!,Rich Wandschneider,2013-09-06,"Blog entry from September 6, 2013",maise;history of corn;Indian gardens;mound builders;whitman;Pacific Northwest Indians;spalding;fur trade;pre-columbian agriculture;Iroquis farm,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/09/indian-gardensone-more-time.html,record,url,eng,,
josephy0153,,More on Nez Perce gardens and fur traders,Rich Wandschneider,2013-08-28,"Blog entry from August 28, 2013",Children of the Fur Trade;John C. Jackson;North West Company;david thomspon;Spokane Garry;Hudson's Bay Company;Marcus Whitman;Henry Spalding;fur trade;nez perce gardens,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/08/more-on-nez-perce-gardens-and-fur.html,record,url,eng,,
josephy0154,,"Nez Perce farmers, missionary squabbles, and the Canadian Border",Rich Wandschneider,2013-08-25,"Blog entry from August 25, 2013",Red River School;Reverend Spalding;Spokane Garry;david thompson;Hudson's Bay Company;Fort Spokane;Canadian border;Nez Perce;Spokane House,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/08/nez-perce-farmers-missionary-squabbles.html,record,url,eng,,
josephy0155,,Guest blogger—Summer Intern Erik Anderson,Rich Wandschneider,2013-07-30,"Blog entry from July 30, 2013",Indian history;Erik Anderson;Josephy Library;Whitman College;Walla walla treaty,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/07/guest-blooger-summer-intern-erik.html,record,url,eng,,
josephy0156,,Lakota and Dakota—unfortunate 'canaries' in Indian America,Rich Wandschneider,2013-07-25,"Blog entry from July 25, 2013",Wounded Knee;Sioux;President Lincoln and Indians;Lakota;Pine Ridge;Minnesota Indian uprising;NYT editorial july 23;Dakota Indians,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/07/lakota-and-dakotaunfortunate-canaries.html,record,url,eng,,
josephy0157,,Indian Frybread,Rich Wandschneider,2013-07-20,"Blog entry from July 20, 2013",frybread;Kit Carson;Removal Act of 1830;Long Walk;demise of buffalo;Navajo Long Walk;Indian frybread,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/07/indian.html,record,url,eng,,
josephy0158,,Rail Routes West,Rich Wandschneider,2013-07-03,"Blog entry from July 3, 2013",Robert Sawyer;northern rail route;Grace Bartlett;Stevens treaties;Rail routes West. Pacific railroads;Civil War In the West;Isaac Stevens,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/07/rail-routes-west.html,record,url,eng,,
josephy0159,,Indians and the Civil War,Rich Wandschneider,2013-06-25,"Blog entry from June 25, 2013",New Ulm;Minnesota Indians;Sand Creek Massacre;Bear River Massacre;Alvin Josephy;Chivington;Civil War In the West;Colonel Patrick Conner,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/06/indians-and-civil-war.html,record,url,eng,,
