indexid,filename,title,creator,date,description,subject,place,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement
josephy0160,,Notes on Library holdings,Rich Wandschneider,2013-06-18,"Blog entry from June 18, 2013",Josephy Library;Historical periodicals;Western History;American Indian history,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/06/notes-on-library-holdings.html,record,url,eng,,
josephy0161,,The Nespelem Art Colony,Rich Wandschneider,2013-06-10,"Blog entry from June 10, 2013",American art colonies;Colville confederated tribes.Chief Joseph Band;American Scene Movement;Nespelem arr colony;Indian Summers: Washington State College,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/06/the-nespelem-art-community.html,record,url,eng,,
josephy0162,,A Day in the Josephy Library,Rich Wandschneider,2013-06-06,"Blog entry from June 6, 2013",Homeland Project;Josephy Library;Willamette Indian Studies;Wallowa;Wallowa County;Oregon;Nez Perce;Chief Joseph;Indian mascot names,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/06/a-day-in-josephy-library.html,record,url,eng,,
josephy0163,,"Summer in the Library—brown bag lunches, art books, OHQs, and a student intern!",Rich Wandschneider,2013-05-24,"Blog entry from May 24, 2013",1855 treaty;Mike Kolaski;Catlin;Kane;Nez Perce treaties;Bodmer;oregon historical quarterly,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/05/summer-in-librarybrown-bag-lunches-art.html,record,url,eng,,
josephy0164,,Indentured servants and other old world influences on the new,Rich Wandschneider,2013-05-06,"Blog entry from May 6, 2013",jamestown;indentured servants;Manifest Destiny;New France;little germany;Mertis;German immigrants,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/05/indentured-servants-and-other-old-world.html,record,url,eng,,
josephy0165,,Royal Americans,Rich Wandschneider,2013-04-29,"Blog entry from April 29, 2013",john white;King Hendrick;KPhilip's War;Alvin Josephy;King Philip,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/04/royal-americans.html,record,url,eng,,
josephy0166,,More on Missionaries—and on Catholic and Protestant 'Ladders',Rich Wandschneider,2013-04-19,"Blog entry from April 19, 2013",Flatheads;Eliza Spalding;catholic indian missions;Lapwai;Whitman massacre;Jesuit mission montana;father point;Catholic Ladder;Henry Spalding;oregon historical quarterly;quipo,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/04/more-on-missionaries-and-on-catholic.html,record,url,eng,,
josephy0167,,JFK on Indians,Rich Wandschneider,2013-04-12,"Blog entry from April 12, 2013",American Heritage Book of Indians;American Heritage;John F. Kennedy;Alvin Josephy;American Indians;de Oviedo,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/04/jfk-on-indians.html,record,url,eng,,
josephy0168,,Browsing and Black Robes,Rich Wandschneider,2013-04-05,"Blog entry from April 5, 2013",catholic indian missions;Josephy Library;father de smet;Black robes;oregon historical quarterly;nicolas point,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/04/browsing-and-black-robes.html,record,url,eng,&quot;serif&quot;; mso-fareast-font-family: &quot;Times New Roman&quot;;''><span style=''mso-font-kerning: 18.0pt;''>Instructors and students from Washington State College came to the Colville Reservation for five summers,mimicking art colonies and the “American Scene Movement” that was going on across the country.&nbsp; They painted landscapes
josephy0169,,Invisible women,Rich Wandschneider,2013-03-27,"Blog entry from March 27, 2013",Wallowas;civil war American West;Tough by Nature;Alvin Josephy;Oregon Historical Society;lynda lanker;Susan Armitage;The Women's West,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/03/invisible-women.html,record,url,eng,,
josephy0170,,The most famous Indian in America,Rich Wandschneider,2013-03-13,"Blog entry from March 13, 2013",Fort Keogh;Bismarck;Flight of the Nez Perce;General Howard;Nez Perce;Nez Perce War;Chief Joseph;Ollokot;General Miles;Leavenworth;Buffalo Bill's Wild West;Kent Nerburn;Sitting Bull;Baxter Springs,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/03/the-most-famous-indian-in-america.html,record,url,eng,,
josephy0171,,Colonial Habits of Mind,Rich Wandschneider,2013-03-06,"Blog entry from March 6, 2013",AlvinJosephy;Bernard Bailyn;Pacific Northwest;The Barbarous Years: The Peopling of British North America;Farthest Frontier;Eurocentrism;daniel richter;Sidney Warren,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/03/normal-0-false-false-false-en-us-x-none.html,record,url,eng,,
josephy0172,,A bit of Christmas every day,Rich Wandschneider,2013-03-01,"Blog entry from March 1, 2013",Galaxy Magazine;WW II in Pacific;Tales of the South Pacific first edition;James Michener;landing at Guam;Walk Toward Oregon;The Long and the Short and the Tall;Peter Decker,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/03/a-bit-of-christmas-every-day.html,record,url,eng,,
josephy0173,,A puzzle re the Treaty of 1863,Rich Wandschneider,2013-02-22,"Blog entry from February 22, 2013",1863 treaty;1855 treaty;Nez Perce Indians;Indian wars;Wallowa Country;Walla walla treaty;Indian treaties;Idaho gold rush;Isaac Stevens,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/02/a-puzzle-re-treaty-of-1863.html,record,url,eng,,
josephy0174,,Fear of Indians,Rich Wandschneider,2013-02-12,"Blog entry from February 12, 2013",missionary movement;noble savage;rousseau;Hudson Bay Company;Alvin Josephy;plains Indians;Peter Rindisbacher,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/02/fear-of-indians.html,record,url,eng,,
josephy0175,,The Shadow Catcher,Rich Wandschneider,2013-02-06,"Blog entry from February 6, 2013",Little Big Hole;North American Indian;Tim Egan;edward curtis;Shadow Catcher;vanishing Indian;Custer,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/02/the-shadow-catcher.html,record,url,eng,,
josephy0176,,"The Josephy Library, January 30, 2013",Rich Wandschneider,2013-01-30,"Blog entry from January 30, 2013",Josephy Library;Alvin Josephy;Nez Perce Indians and the Opening of the Northwest;SAGE libraries,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/01/the-josephy-library-january-30-2013.html,record,url,eng,,
josephy0177,,A different Oregon history,Rich Wandschneider,2013-01-25,"Blog entry from January 25, 2013",joseph gale;Oregon history;Hudson Bay Company;Chief Joseph's daughter;Eliza Gale;Oregon territory,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/01/history-how-things-might-have-been.html,record,url,eng,,
josephy0178,,"Martin Luther King Day, 2013: embracing the dream",Rich Wandschneider,2013-01-21,"Blog entry from January 21, 2013",joseph gale;black cowboys;george fletcher;martin luther king;fur traders;david thompson;umatilla reservation;pendleton roundup,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/01/martin-luther-king-day-2013-embracing.html,record,url,eng,,
josephy0179,,On libraries and generosity,Rich Wandschneider,2013-01-13,"Blog entry from January 13, 2013",Fahrenheit 451;Seattle Public Library;Josephy Library;Josephy Center;Oregon State Library;Ray Bradbury;generosity,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/01/on-libraries-and-generosity.html,record,url,eng,,
josephy0180,,Senator Daniel Inouye and the Museum of the American Indian,Rich Wandschneider,2013-01-03,"Blog entry from January 3, 2013",NMAI;Senator Daniel Inouye;Alvin Josephy;George Gustav Heye;Museum of American Indian;Smithsonian;Heye Center;Heye Foundation,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2013/01/senator-daniel-inouye-and-museum-of.html,record,url,eng,,
josephy0181,,The History Urge,Rich Wandschneider,2012-12-13,"Blog entry from December 13, 2012",Time-Life books;Indian massacres;Civil War and Indians;Alvin Josephy;Sand Creek;Bear River;Gordon Chappell;Alvin M. Josephy Jr.;Civil War In the West,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/12/the-history-urge.html,record,url,eng,,
josephy0182,,Beaver hats,Rich Wandschneider,2012-12-06,"Blog entry from December 6, 2012",Columbian Exchange;smallpox;Plymouth;fur traders;Alvin Josephy;Hudson's Bay Company;Louisiana Purchase;fur trade;American West Magazine;Charles Mann;Hudson Bay Company;1491;beaver hats;Plymouth colony,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/12/beaver-hats_6.html,record,url,eng,,
josephy0183,,More thoughts on Walter Littlemoon & Indian Boarding Schools,Rich Wandschneider,2012-11-29,"Blog entry from November 29, 2012",Wild West Show;Thick Dark Fog;Walter Littlemoon;Fosston;White Earth Reservation;Indian boarding schools;Mn;Pine Ridge reservation;vanishing Indian;Itasca State Park,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/11/more-thoughts-on-walter-littlemoon.html,record,url,eng,,
josephy0184,,Happy Thanksgiving,Rich Wandschneider,2012-11-21,"Blog entry from November 21, 2012",boarding schools;Maria Tallchief;Thick Dark Fog;Nativetelecom;Smoke Signals;Josephy Library;Sandra Osawa;Nez Perce;Chief Joseph;Walter Littlemoon;termination policy;Jim Pepper,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/11/happy-thanksgiving.html,record,url,eng,,
josephy0185,,"Class discussion: Charlemagne Napoleon, protein and white bread",Rich Wandschneider,2012-11-16,"Blog entry from November 16, 2012",American Indian diet;Indian diet;civil war American West;Alvin Josephy;demise of buffalo;colonialism;little ice age;commodity foods,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/11/class-discussion-chalegange-napolion.html,record,url,eng,,
josephy0186,,What might have been,Rich Wandschneider,2012-10-25,"Blog entry from October 25, 2012",Anglo-American;Metis;Treaty of Ghent;Pacific Northwest History Conference;Alvin Josephy;Manifest Destiny,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/10/what-might-have-been.html,record,url,eng,,
josephy0187,,On the way to the academy,Rich Wandschneider,2012-10-11,"Blog entry from October 11, 2012",500 Naions;Civil War and Indians;Pacific Northwest History Conference;Sand Creek Massacre;Bear River Massacre;Alvin Josephy,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/10/on-way-to-academy.html,record,url,eng,,
josephy0188,,The romantic side of assimilation,Rich Wandschneider,2012-09-26,"Blog entry from September 26, 2012",john white;Trail of Tears;rousseau;Alvin Josephy;caribbean indians;edward curtis;christopher columbus;vanishing Indian;vanishing race;noble savages,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/09/the-romantic-side-of-assimilation.html,record,url,eng,,
josephy0189,,The assimilationists,Rich Wandschneider,2012-09-17,"Blog entry from September 17, 2012",Dawes Act;In the Wallowas;Nez Perce Indians;Alvin Josephy;Caroline Wasson Thomason;termination policy;Wallowa Country;assimilation;Edward Sheriff Curtis;vanishing Indian,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/09/the-assimilationists.html,record,url,eng,,
josephy0190,,Nation of immigrants?,Rich Wandschneider,2012-09-06,"Blog entry from September 6, 2012",potato;Charles Mann;pilgrims;daughters of the American Revolution;american immigrants;Alvin Josephy;tobacco;nation of immigrants,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/09/nation-of-immigrants.html,record,url,eng,,
josephy0191,,Another Indian statue,Rich Wandschneider,2012-08-15,"Blog entry from August 15, 2012",Chief Joseph statues;Christy Walton;Georgia Bunn;Nez Perce Indians;Alvin Josephy;Nez Perce Fisheries;Edward Sheriff Curtis;Chief Joseph;Valley Bronze foundry,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/08/another-indian-statue_15.html,record,url,eng,,
josephy0192,,Small pieces of history,Rich Wandschneider,2012-07-26,"Blog entry from July 26, 2012",Tamkaliks;Grace Bartlett;Alvin Jospehy;Sohon drawings. Gustovus Sohon;Nez Perce,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/07/small-pieces-of-history.html,record,url,eng,,
josephy0193,,The Archivists come to town,Rich Wandschneider,2012-07-04,"Blog entry from July 4, 2012",Garth Reese;Wallowa County Museum;Tamkaliks;Chief Joseph Cemetery;Grace Bartlett;Lewis and Clark Library;University of Idaho Library;Alvin Josephy;Doug Erickson;Nez Perce;Devin Becker,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/07/archists-come-to-town.html,record,url,eng,,
josephy0194,,The Nez Perce Story—again,Rich Wandschneider,2012-06-27,"Blog entry from June 27, 2012",Diane Peavey;Dick Brown;Nez Perce Indians and Opening of the Northwest;Diane Josephy Peavey;Lapwai;caritas chorale;Boise Symphony;Nez Perce,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/06/nez-perce-storyagain.html,record,url,eng,,
josephy0195,,Something for the Birds,Rich Wandschneider,2012-06-21,"Blog entry from June 21, 2012",Red Clay;Alvin Josephy;Bill Kittredge;Craig Lesley;Ivan Doig;Something for the Birds,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/06/something-for-birds.html,record,url,eng,,
josephy0196,,A poet's—and teacher's—ear: Josephy and Kim Stafford,Rich Wandschneider,2012-05-28,"Blog entry from May 28, 2012",,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/05/poets-and-teachers-ear-josephy-and-kim.html,record,url,eng,,
josephy0197,,Blinded by the times,Rich Wandschneider,2012-05-15,"Blog entry from May 15, 2012",draft lottery;Fishtrap Vietnam;girls say no;John Adams and slavery;Valerie Miner;Alvin Josephy;Vietnam legacy;Hudson's Bay Company;Jefferson's slaves;fur trade,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/05/blinded-by-times.html,record,url,eng,,
josephy0198,,The Hudson's Bay Company and the Indians,Rich Wandschneider,2012-05-02,"Blog entry from May 2, 2012",New York Brand Book;The Westerners;Alfred Seton;fur traders;Hudson Bay Company;Duncan McDougall;Alvin Josephy;Fayre and Gentle Meanes;Hudson's Bay Company;fur trade;Alvin M. Josephy Jr.,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/05/hudsons-bay-company-and-indians.html,record,url,eng,,
josephy0199,,Through Indian Eyes,Rich Wandschneider,2012-04-19,"Blog entry from April 19, 2012",Otis Halfmoon;Stephen Ambrose;Lewis and Clark through Indian Eyes;Undaunted Courage;Watkuweis;Corps of Discovery,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/04/through-indian-eyes.html,record,url,eng,,
josephy0200,,Noble Savage',Rich Wandschneider,2012-04-13,"Blog entry from April 13, 2012",noble savage;Maria Tallchief;Dawes Act;Sandy Osawa;Alvin Josephy;tribal termination;Indian assimilation,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/04/noble-savage.html,record,url,eng,,
josephy0201,,Passing as White,Rich Wandschneider,2012-04-05,"Blog entry from April 5, 2012",Mildred Rinker Bailey;'passing';Oregon movies;Bing Crosby;Mildred Bailey;Cour d'Alene Tribe,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/04/passing-as-white.html,record,url,eng,,
josephy0202,,"Alvin, Henry Luce, and their times",Rich Wandschneider,2012-03-28,"Blog entry from March 28, 2012",Henry Luce;Mossadegh;Time Magzine;Alvin Jospehy;Alvin M. Josephy Jr.,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/alvin-henry-luce-and-their-times.html,record,url,eng,,
josephy0203,,Over and over again,Rich Wandschneider,2012-03-22,"Blog entry from March 22, 2012",Albany Plan;Benjamin Franklin;Alvin Josephy;Thomas Jefferson;Adams and Jefferson;David McCullough;John Adams,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/over-and-over-again.html,record,url,eng,,
josephy0204,,Invisible Indians,Rich Wandschneider,2012-03-14,"Blog entry from March 14, 2012",Iroquis Legue;Trail of Tears;Benjamin Franklin;Age of Jackson;Alvany Plan;David McCullough;Indan history;John Adams,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/invisible-indians.html,record,url,eng,,
josephy0205,,Learning to be a librarian,Rich Wandschneider,2012-03-07,"Blog entry from March 7, 2012",Oregon Poetic Voices;Hear Me My Chiefs;Caxton Press;Lamb Foundation;Alvin Josephy;Nex Perce history;Yellow Wolf;Sohon drawings. Gustovus Sohon;Doug Erickson;Alvin M. Josephy Jr.,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/learning-to-be-librarian.html,record,url,eng,,
josephy0206,,Vine and Alvin,Rich Wandschneider,2012-02-28,"Blog entry from February 28, 2012",National Museum of American Indian;Smithsonian Musuem of American Indian;Alvin Josephy;Heye Museum;Vine Deloria;Alvin M. Josephy Jr.,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/vine-and.html,record,url,eng,,
josephy0207,,McCullough and Josephy—part 2,Rich Wandschneider,2012-02-22,"Blog entry from February 22, 2012",NMAI;Alvin Josephy;Heye Museum;American Heritage Magazine;American Heritage publshing;NCAI;Alvin M. Josephy Jr.;David McCullough;NARF,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/mccullough-and-josephypart-2.html,record,url,eng,,
josephy0208,,From the Wallowas to Germany and Buchenwald in WW II—Jack McClaran remembers,Rich Wandschneider,2012-02-16,"Blog entry from February 16, 2012",Buchenwald;WW II;Jack McClaran,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/from-wallowas-to-germany-and-buchenwald.html,record,url,eng,,
josephy0209,,Bobbie Conner new Board Chair at NMAI,Rich Wandschneider,2012-02-06,"Blog entry from February 6, 2012",NMAI;National Museum of American Indian;TamÃ¡stslikt;Walla Walla Indians;As Days Go By; Cayuse;Nez Perce Indians;Umatilla;Roberta Conner;Lewis and Clark through Indian Eyes;Bobbie Conner,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/bobbie-conner-new-board-chair-at-nmai.html,record,url,eng,,
josephy0210,,Josephy and David McCullough—the narrative historian,Rich Wandschneider,2012-02-01,"Blog entry from February 1, 2012",American Heritage;High Country News;Narrative history;Jackson Hole Institute;Time Magazine;David McCullough,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/josephy-and-david-mcculloughthe.html,record,url,eng,,
josephy0211,,Alvin and Hollywood—what stuck!,Rich Wandschneider,2012-01-25,"Blog entry from January 25, 2012",Peter Ortiz;Captive City;Operation Secret;US Marine journalists;Alvin Josephy;The Long and the Short and the Tall;Begnning or the End,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/01/alvin-and-hollywood-what-stuck.html,record,url,eng,,
josephy0212,,Alvin and Grace: Nez Perce and settlers in the Wallowa Country,Rich Wandschneider,2012-01-17,"Blog entry from January 17, 2012",Oregon history;Grace Bartlett;Nez Perce Indians;Alvin Josephy;Wallowa Country;Wallowa County;Alvin M. Josephy Jr.;Nez Perce War,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/01/alvin-and-grace-nez-perce-and-settlers.html,record,url,eng,,
josephy0213,,Josephy blog in 2012,Rich Wandschneider,2011-12-27,"Blog entry from December 27, 2011",Josephy Library;Alvin Josephy;SAGE libraries,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/12/josephy-blog-in-2012.html,record,url,eng,,
josephy0214,,Alvin and the occupiers,Rich Wandschneider,2011-11-18,"Blog entry from November 18, 2011",Occupiers;Alvin Josephy;Jack Loeffler;Wall Street occupation,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/11/alvin-and-occupiers.html,record,url,eng,,
josephy0215,,At the edge of the rez,Rich Wandschneider,2011-10-16,"Blog entry from October 16, 2011",Western fiction;Greasewood Creek;Pamela Steele;Counterpoint Press;Jump Off Creek;Molly Gloss,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/at-edge-of-rez.html,record,url,eng,,
josephy0216,,Mohave Indian Band,Rich Wandschneider,2011-10-10,"Blog entry from October 10, 2011",Calisle Band;Carlisle Institute;Indian Bands;Mojave Indian Band,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/mohave-indian-band.html,record,url,eng,,
josephy0217,,Josiah Red Wolf: Nez Perce War vet—and musician,Rich Wandschneider,2011-10-06,"Blog entry from October 6, 2011",Lapwai;Lee Morse;Carlisle Institute;Columbus Day Parade;Josiah Red Wolf;Nez Perce War,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/josiah-red-wolf-nez-perce-war-vet-and.html,record,url,eng,,
josephy0218,,"Alvin Josephy, Cornplanter, and the Kinzua Dam",Rich Wandschneider,2011-09-22,"Blog entry from September 22, 2011",Kinzua dam;Seneca Nation;Alvin Josephy;Cornplanter;Robert Odawi Porter,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/09/alvin-josephy-cornplanter-and-kinzua.html,record,url,eng,,
josephy0219,,Learning—and teaching—Indian history,Rich Wandschneider,2011-06-30,"Blog entry from June 30, 2011",Indian history;1492;Charles Mann;Alvin Josephy;1491,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/06/learning-and-teaching-indian-history.html,record,url,eng,,
josephy0220,,Amateur Historians,Rich Wandschneider,2011-05-16,"Blog entry from May 16, 2011",Wallowa County Museum;New York Westerners;American Heritage;Alvin Josephy;Wallowa County,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/05/amateur-historians.html,record,url,eng,,
josephy0221,,Who was Gwen Coffin?,Rich Wandschneider,2011-03-31,"Blog entry from March 31, 2011",WW II;Japanese Internment camps;Alvin Josephy;Wallowa County Chieftain,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/who-was-gwen-coffin.html,record,url,eng,,
josephy0222,,How do we keep learning from Alvin?,Rich Wandschneider,2011-03-15,"Blog entry from March 15, 2011",1492;Custer Battlefield;Wounded Knee;Alvin Josephy;pre-columbian america,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/how-do-we-keep-learning-from-alvin.html,record,url,eng,,
josephy0223,,A reflection on Winona LaDuke's visit to Fishtrap,Rich Wandschneider,2011-03-01,"Blog entry from March 1, 2011",Fishtrap;'nobel savage;Winona LaDuke;Alvin Josephy;White Earth Reservation;' 'vanishing indian;' Edward Sheriff Curtis;Itasca State Park,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/reflection-on-winona-ladukes-visit-to.html,record,url,eng,,
josephy0224,,"Paul VanDevelder, Salmon, Josephy, 'dominionists,'...",Rich Wandschneider,2011-02-22,"Blog entry from February 22, 2011",Paul VanDevelder;Alvin Josephy;salmon,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/02/paul-vandevelder-salmon-josephy.html,record,url,eng,,
josephy0225,,"Josephy, Indians, and the Environment",Rich Wandschneider,2011-01-27,"Blog entry from January 27, 2011",Kinzua dam;Black Mesa.;Seneca;Alvin Josephy;Jack Loeffler,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/josephy-indians-and-environment.html,record,url,eng,,
josephy0226,,a recollection from Tom Hutchison,Rich Wandschneider,2011-01-18,"Blog entry from January 18, 2011",Tom Hutchison;Alvin Josephy;hawaiin music,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/recollection-from-tom-hutchison.html,record,url,eng,,
josephy0227,,"Josephy, Thorndike, American Heritage, & the business of memoir",Rich Wandschneider,2011-01-06,"Blog entry from January 6, 2011",Sun Magazine;American Heritage;Alvin Josephy;Joe Thorndike;John Thorndike,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/josephy-thorndike-american-heritage.html,record,url,eng,,
josephy0228,,The 'Westerners',Rich Wandschneider,2010-11-09,"Blog entry from November 9, 2010",Appaloosa Horse;New York Westerners;Brand Book;Alvin Josephy;Westerners,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/11/westerners.html,record,url,eng,,
josephy0229,,Oregon is Indian Country,Rich Wandschneider,2010-09-28,"Blog entry from September 28, 2010",Oregon tribes;Oregon Days of Culture;Nez Perce Indians;Alvin Josephy;Wallowa County;Oregon Historical Society,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/oregon-is-indian-country.html,record,url,eng,,
josephy0230,,Alvin at War,Rich Wandschneider,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Marine Corps;Guadalcanal;Alvin Josephy;The Long and the Short and the Tall,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/alvin-at-war.html,record,url,eng,,
josephy0231,,Alvin Josephy at War,Rich Wandschneider,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Alvin Josephy;US Marines,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/alvin-josephy-at-war.html,record,url,eng,,
josephy0232,,The picture at top of the page,Rich Wandschneider,2010-08-31,"Blog entry from August 31, 2010",Nez Perce Indians;Alvin Josephy;Gilbert Conner;Yale University Press;Chester Kerr,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/picture-at-top-of-page.html,record,url,eng,,
josephy0233,,Alvin Josephy in Mexico—1937,Rich Wandschneider,2010-08-18,"Blog entry from August 18, 2010",Barbara Kingsolver Lacuna;Leon Trotsky;Ken Magazine;Alvin Josephy;President Cardenas;Graham Greene in Mexico,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/alvin-josephy-in-mexico-1937.html,record,url,eng,,
josephy0234,,"Loeffler, Abbey, and Josephy",Rich Wandschneider,2010-08-11,"Blog entry from August 11, 2010",Ed Abbey;Fishtrap;Alvin Josephy;Jack Loeffler,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/loeffler-abbey-and-josephy.html,record,url,eng,,
josephy0235,,About the Josephy Library at Fishtrap,Rich Wandschneider,2010-07-21,"Blog entry from July 21, 2010",Library at Fishtrap;Alvin Josephy,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/07/about-josephy-library-at-fishtrap.html,record,url,eng,,